URL,Content creator,Username,Date added,Ads in Live,Facebook Page followers,Language,Blue verification,Videos published in the last 7 days,Median views per video (28 days)
www.facebook.com/353434254744510,Javed Khan,javedkhanmagic,2020-02-20,no,238264,English,yes,0,0
www.facebook.com/35346978792,Rascal Flatts,rascalflatts,2020-11-18,no,6013584,English,yes,0,0
www.facebook.com/353479198081862,Emilie Kahn,emiliekahnmusic,2023-06-01,no,9090,French,yes,0,0
www.facebook.com/353482808170920,Donovan Morales,DonovanMoralesofficial,2022-10-16,no,3016287,Spanish,yes,0,0
www.facebook.com/353622954732886,Guilherme Rocker,guirocker,2023-04-23,no,1169621,Portuguese,yes,0,0
www.facebook.com/353934674631420,Alek Sandar,AlekSandarOfficial,2023-04-05,no,38508,English,yes,0,0
www.facebook.com/35400631813,"Max ""The Body"" Philisaire",maxphilisairepage,2023-04-22,no,3124187,English,yes,0,0
www.facebook.com/354092884931252,Science Channel Special Events,ScienceChannelEvents,2020-07-31,no,8697,English,yes,0,0
www.facebook.com/354102857660,Bandila,Bandila.OFFICIAL,2020-02-04,no,882105,Tagalog,yes,0,0
www.facebook.com/354136068098776,Feuerherz,feuerherz.band,2022-05-07,no,108562,German,yes,0,0
www.facebook.com/354263831266028,BuzzFeed Politics,BuzzFeedPol,2020-07-31,no,203241,English,yes,0,0
www.facebook.com/35431153899,She & Him,sheandhim,2021-02-07,no,603125,English,yes,0,0
www.facebook.com/354701894719,Hesham Afifi - هشام عفيفي,HeshamAfifiOfficial,2020-12-01,no,1138250,Arabic,yes,0,0
www.facebook.com/354842551263519,105.5 UFM,1055UFM,2023-08-02,no,42092,English,yes,0,0
www.facebook.com/35491644257,Max Boublil,maxboublilofficiel,2023-04-23,no,903921,French,yes,0,0
www.facebook.com/355161171228817,Stilo,StiloOF,2022-09-05,no,14624,Spanish,yes,0,0
www.facebook.com/355200512400688,Diego Alary,diegoalary,2023-06-05,no,218532,French,yes,0,0
www.facebook.com/355695470441,Lisa D'Amato,lapuchinetta,2022-09-02,no,47995,English,yes,0,0
www.facebook.com/355816267958119,Ally Hills,allyhillsmusic,2023-04-23,no,35960,English,yes,0,0
www.facebook.com/355908037935101,Paul Mirabel,paulmirabel2,2022-02-01,no,755789,French,yes,0,0
www.facebook.com/356257181074830,Safe Adam,iamsafeadam,2021-02-01,no,395057,English,yes,0,0
www.facebook.com/356486257749047,Yusuf / Cat Stevens,YusufCatStevens,2020-11-18,no,1651090,English,yes,0,0
www.facebook.com/356497634441681,The Cookie Rookie,cookierookiebec,2018-08-31,no,1386426,English,yes,0,0
www.facebook.com/356579012251,YG,Yg400,2023-04-05,no,4217719,English,yes,0,0
www.facebook.com/356723347726272,The Cookin' Chicks,CookinChicks,2023-02-28,no,443162,English,yes,0,0
www.facebook.com/356883069268,Marie Claire Brasil,MarieClaireBrasil,2018-04-27,no,890748,Portuguese,yes,0,0
www.facebook.com/357071624922,DJ Lijo,LijoGeorgeOfficial,2022-05-06,no,210361,English,yes,0,0
www.facebook.com/357287288389629,Will Smith's Bucket List,willsmithsbucketlist,2023-04-23,no,1232909,English,yes,0,0
www.facebook.com/357484764271265,Dustin Stockton,dustin.stockton,2021-02-14,no,51988,English,yes,0,0
www.facebook.com/357680357679853,Johnny Logan,johnnyloganhimself,2021-03-09,no,17394,English,yes,0,0
www.facebook.com/357710971640341,Cyn’Niah Burton,LittleCeeBittyBee,2019-01-11,yes,1600244,English,yes,0,0
www.facebook.com/357724980971427,Bates Motel on A&E,BatesMotelAETV,2019-12-07,no,1590082,English,yes,0,0
www.facebook.com/357990416180,Sputnik,SputnikNews,2023-08-02,yes,1409307,English,yes,0,0
www.facebook.com/358037358762,Polish Express,PolishExpress.co.uk,2020-02-17,no,59405,Polish,yes,0,0
www.facebook.com/358062177650157,Story Party Tour,StoryPartyTour,2023-05-24,no,79662,English,yes,0,0
www.facebook.com/358196117527134,The Voice of Italy,Thevoiceufficiale,2023-04-22,no,718276,Italian,yes,0,0
www.facebook.com/358436291022811,Knightfall,KnightfallHISTORY,2023-04-22,no,206742,English,yes,0,0
www.facebook.com/358528374579484,Alexandra Cret,alexandracretd,2021-05-26,yes,343266,Romanian,yes,0,0
www.facebook.com/358615480987,Slot Machine,SlotMachineRock,2023-04-23,no,2160908,Thai,yes,0,0
www.facebook.com/358685517487209,Ivanova Sanz,IvanovaSanzOfficial,2023-07-05,no,464737,Spanish,yes,0,0
www.facebook.com/358686184205494,Sabrina Seara,SabrinaSearaFanPage,2023-04-22,no,2372264,Spanish,yes,0,0
www.facebook.com/358693551304053,The Lathums,thelathums,2022-02-27,no,24609,English,yes,0,0
www.facebook.com/358729161509,Giotraining,Giotraining,2022-04-19,no,985232,English,yes,0,0
www.facebook.com/358746494194992,Teen Mom: Young + Pregnant,TeenMomYP,2023-07-15,no,1335572,English,yes,0,0
www.facebook.com/359048467505234,FragHero,fraghero,2022-11-02,yes,2476477,English,yes,0,0
www.facebook.com/35916193667,Kipkay,KipkayVideos,2023-04-23,no,119058,English,yes,0,0
www.facebook.com/359224984118062,DREAMS COME TRUE,dct.jp,2022-05-18,no,254852,Japanese,yes,0,0
www.facebook.com/359228604753939,وصفات سهام,wasfat.siham,2023-07-24,no,8958596,Arabic,yes,0,0
www.facebook.com/359231984090594,Ferdinando Valencia,ferdinandovalenciatv,2019-09-26,no,2783374,Spanish,yes,0,0
www.facebook.com/359313340856160,Friendlyjordies,friendlyjordies,2020-02-28,no,346351,English,yes,0,0
www.facebook.com/359397401110687,Riley Clemmons,rileyclemmonsmusic,2020-11-18,no,60727,English,yes,0,0
www.facebook.com/359483784115555,Judah & the Lion,judahandthelion,2020-11-18,no,92736,English,yes,0,0
www.facebook.com/359515794098732,Chelsea Crockett Hurst,ChelseaKayHurst,2020-10-13,no,358914,English,yes,0,0
www.facebook.com/359655001063,Nek,NekOfficial,2023-04-22,no,1050214,Italian,yes,0,0
www.facebook.com/359840720736577,Rambo The Puppy,RamboThePuppy,2023-04-11,no,290618,English,yes,0,0
www.facebook.com/360095334023824,Kenai,SoyYoKenai,2022-07-15,no,34932,Spanish,yes,0,0
www.facebook.com/36029805775,Dave Audé,DaveAudeMusic,2023-05-29,no,31119,English,yes,0,0
www.facebook.com/360612277354523,Institute of Human Anatomy,InstituteOfHumanAnatomy,2022-12-19,no,640849,English,yes,0,0
www.facebook.com/360752654033152,Charisse Marie Abalos-Vargas,charisseabalos.official,2022-02-20,no,102466,Tagalog,yes,0,0
www.facebook.com/360770451202709,Bibi Club,bibiclubmusic,2023-03-19,no,1258,French,yes,0,0
www.facebook.com/360787987274608,Alan Doyle,alandoylemusic,2020-11-18,no,95427,English,yes,0,0
www.facebook.com/360805360960510,Kureghor,Kureghorbangladesh,2022-05-11,no,665666,Bengali,yes,0,0
www.facebook.com/361018560681257,Khánh Hiệp,KhanhHiepIzumin,2023-02-20,yes,270333,Vietnamese,yes,0,0
www.facebook.com/361266277721266,KIRINJI,KIRINJIOFFICIAL,2022-04-18,no,2548,Japanese,yes,0,0
www.facebook.com/361633130662306,Caterina Valentino,caterinavalentinovip,2023-03-05,no,463375,Spanish,yes,0,0
www.facebook.com/361725604257016,Insider Retail,insiderretail,2017-10-07,no,421829,English,yes,0,0
www.facebook.com/361887749224,ESL Italia,ESLItalia,2021-06-29,no,29741,Italian,yes,0,0
www.facebook.com/361914681792,Silver Screen and Roll,SilverScreenAndRoll,2020-07-31,no,174972,English,yes,0,0
www.facebook.com/362235103825152,AZ Desert Swarm,AZDesertSwarm,2020-11-21,no,66397,English,yes,0,0
www.facebook.com/362585067133890,Alisha,Alisha,2023-04-23,no,122807,English,yes,0,0
www.facebook.com/362636490489946,Entertaining with Beth,entertainingwithbeth,2023-04-23,no,108058,English,yes,0,0
www.facebook.com/362649539656,Rose Van Ginkel,RoseVanGinkell,2023-03-08,no,981735,English,yes,0,0
www.facebook.com/362933308327,Passionate About Baking,PassionateAboutBaking,2023-04-23,no,111363,English,yes,0,0
www.facebook.com/362982253808181,byViruZz,byViruZz,2023-08-02,no,452580,Spanish,yes,0,0
www.facebook.com/363093160476581,Heartlyn Rae,heartlynraeofficial,2022-09-07,no,50352,English,yes,0,0
www.facebook.com/36311833517,Parachute,Parachute,2023-04-23,no,407609,English,yes,0,0
www.facebook.com/363153018758,Juan Luis Guerra,juanluisguerra440,2020-11-18,no,8364024,Spanish,yes,0,0
www.facebook.com/363257597169043,Shop Like That,ShopLikeThatShopping,2021-06-02,no,142990,English,yes,0,0
www.facebook.com/363283830823033,FloBowling,FloBowling,2023-04-22,no,34985,English,yes,0,0
www.facebook.com/363390353735948,Abasar,anandabazarabasar,2020-02-29,no,2160930,Bengali,yes,0,0
www.facebook.com/363460980341948,ThioJoe,ThioJoeTV,2018-09-19,no,47849,English,yes,0,0
www.facebook.com/363628100451502,Le Cong Vinh,congvinh.official,2023-04-23,no,2934965,Vietnamese,yes,0,0
www.facebook.com/363746147048532,Sheppard,wearesheppard,2022-09-04,no,131654,English,yes,0,0
www.facebook.com/363963540330684,Eli Soares,elisoarsbh,2023-04-05,no,714365,Portuguese,yes,0,0
www.facebook.com/364110486984649,Johan Paulino,JohanPaulino,2022-06-30,no,51868,Spanish,yes,0,0
www.facebook.com/364128750089,La Franela,LaFranela,2021-02-07,no,128873,Spanish,yes,0,0
www.facebook.com/364250413684992,Efrain Berry,efrainberry,2021-02-21,yes,87624,Spanish,yes,0,0
www.facebook.com/364351610354202,DEAN,deantrblous,2023-04-05,no,506695,English,yes,0,0
www.facebook.com/364422427595319,Pitizion,pitizion,2023-04-22,no,48210,Spanish,yes,0,0
www.facebook.com/364422757097773,vonvon,vonvon.me,2023-07-11,no,58106677,English,yes,0,0
www.facebook.com/36465344630,Quincy Jones,QuincyJones,2020-11-18,no,1844502,English,yes,0,0
www.facebook.com/364662336936506,Pamela Silva,PamelaSilvaOficial,2021-11-16,no,1179770,Spanish,yes,0,0
www.facebook.com/364664833903914,DayanaGarroz,DayanaGarrozoficial,2020-11-12,no,221172,Spanish,yes,0,0
www.facebook.com/364855430715007,Unexpected,UnexpectedTLC,2019-09-23,no,747869,English,yes,0,0
www.facebook.com/364917263856717,Rouzaina Lazkani,RouzainaLazkaniOfficial,2022-10-09,no,1349812,Arabic,yes,0,0
www.facebook.com/364920493904714,Omar,omarlulu,2023-03-24,no,409620,Malayalam,yes,0,0
www.facebook.com/364967410310914,Alfan Group,AlfanNetwork,2023-05-01,no,95608,Arabic,yes,0,0
www.facebook.com/365061793621186,Kamauu,KAMAUUWORLD,2022-01-07,no,42931,English,yes,0,0
www.facebook.com/365084476836621,Fox & Friends First,FoxFriendsFirst,2021-12-13,no,478449,English,yes,0,0
www.facebook.com/36511744012,GESAFFELSTEIN,gesaffelsteinmusic,2022-01-07,no,404172,English,yes,0,0
www.facebook.com/365183660281039,Jimi Jackson,JimisWorld,2018-09-05,no,1108916,English,yes,0,0
www.facebook.com/365203643975275,OZY World,ozyworldwide,2019-09-23,no,758959,English,yes,0,0
www.facebook.com/365312043660266,Summer shaker,summer.shakers,2020-12-19,no,584328,Arabic,yes,0,0
www.facebook.com/365390560522477,Ahmed Mekky,SekkyMallawany,2022-12-14,no,7319424,Arabic,yes,0,0
www.facebook.com/365496850516037,MTV Movie & TV Awards,MTVAwards,2019-05-03,no,641341,English,yes,0,0
www.facebook.com/36552767433,Julissa,amigosdejulissa,2023-04-22,no,820838,Spanish,yes,0,0
www.facebook.com/365682150532375,MTV Minute,mtvminute,2023-02-20,no,863006,Arabic,yes,0,0
www.facebook.com/365702302579,Gavin Seim for Liberty,callmegav,2020-03-14,no,40611,English,yes,0,0
www.facebook.com/36590889165,Florence + The Machine,florenceandthemachine,2022-01-07,no,4943884,English,yes,0,0
www.facebook.com/365942743464795,FIGHTLAND,fightland,2018-02-06,no,186059,English,yes,0,0
www.facebook.com/365947683460934,Mohanlal,ActorMohanlal,2022-04-19,yes,7254313,English,yes,0,0
www.facebook.com/365975636932639,Yeah1 Digital,Yeah1eDigital,2020-10-31,no,102430,Vietnamese,yes,0,0
www.facebook.com/365976656889889,JaDine,JustJaDine,2023-03-02,no,1690302,English,yes,0,0
www.facebook.com/366036613472952,Johnny Hallyday,jhofficiel,2023-04-23,no,461921,French,yes,0,0
www.facebook.com/366131370220866,ศัลยกรรมพลิกชีวิต-Surgery See First,surgeryseefirst,2018-11-12,no,826109,Thai,yes,0,0
www.facebook.com/366146133860753,鈞鈞兒,lovejun1031,2022-04-07,no,696790,Chinese,yes,0,0
www.facebook.com/366169453879405,Tiby Camacho,tibycamacho31,2023-04-22,no,401276,Spanish,yes,0,0
www.facebook.com/366193510165011,Gut für Mich,GutFuerMich,2023-06-18,no,515932,German,yes,0,0
www.facebook.com/366324677090952,Tayla Parx,taylaparx,2021-02-07,no,149644,English,yes,0,0
www.facebook.com/366376886785977,Nitin Banugade Patil,Nitinbanugadespeaks,2020-06-01,no,577994,English,yes,0,0
www.facebook.com/366431906818097,YDE Music,notyde,2023-04-15,no,211667,English,yes,0,0
www.facebook.com/366577876760897,Pauline Tan,paulinetanlishin,2020-11-01,no,72254,English,yes,0,0
www.facebook.com/366578020728394,Jon Breaks Bad News,jonbreaksbadnews,2022-06-07,no,129704,English,yes,0,0
www.facebook.com/366587430199928,Albin Lee Meldau,Albinleemeldau,2023-05-10,no,34873,English,yes,0,0
www.facebook.com/366613850851614,Darius DK,TimeToLiteEmUP,2023-07-05,no,337368,English,yes,0,0
www.facebook.com/366698880097039,Molejo,molejooficial,2022-08-02,no,659089,Portuguese,yes,0,0
www.facebook.com/366745050134078,Toño Navarrete,tononavarretemusic,2022-08-17,no,126371,Spanish,yes,0,0
www.facebook.com/366811550328,Gepe,gepeoficial,2022-11-02,no,137820,Spanish,yes,0,0
www.facebook.com/367023823641531,Betzabeth,betzabethmusica,2020-03-11,no,2375886,Spanish,yes,0,0
www.facebook.com/367200746330,Of Monsters and Men,ofmonstersandmen,2021-12-24,no,1858904,English,yes,0,0
www.facebook.com/367230807011765,Nurse Blake,nurseblake,2021-05-25,no,1764452,English,yes,0,0
www.facebook.com/367333166766669,Budderside,budderside,2022-08-12,no,6941,English,yes,0,0
www.facebook.com/367359173324450,Josh Leyva,TheJoshLeyva,2023-04-23,no,457798,English,yes,0,0
www.facebook.com/367589336635288,這群人 木星,gillintgop,2020-03-12,no,237784,Chinese,yes,1,0
www.facebook.com/367810706964842,The Clash,TheClashGMA,2023-04-22,yes,612280,English,yes,0,0
www.facebook.com/36796456051,SPEED,MotorsportsOnFOX,2018-01-04,no,1096565,English,yes,0,0
www.facebook.com/368013546880692,Die Bülent Ceylan Show,DieBuelentCeylanShow,2017-10-07,no,66292,German,yes,0,0
www.facebook.com/368048962556,Twist and Pulse,Twistandpulseofficial,2018-09-12,no,1248031,English,yes,0,0
www.facebook.com/36807711253,Cash Cab,CashCab,2023-04-22,no,356719,English,yes,0,0
www.facebook.com/368276056630484,Ploho,plohoband,2021-12-11,no,9742,English,yes,0,0
www.facebook.com/368290076687905,จาม Entertain,JarmEntertain,2020-01-28,no,2213148,Thai,yes,0,0
www.facebook.com/368505283314362,Jorgito Parrillero,jorgitoparrillero,2022-08-10,no,928097,Spanish,yes,0,0
www.facebook.com/368557930146199,Tucker Carlson Tonight,TuckerCarlsonTonight,2020-09-26,no,3858680,English,yes,0,0
www.facebook.com/36891087606,Elam Jay,elamjay,2023-06-14,no,1914247,English,yes,0,0
www.facebook.com/369025376518252,Pinkathon,Pinkathon,2020-07-07,no,103217,English,yes,0,0
www.facebook.com/369070133169245,Driven MBC,DrivenMbc,2023-02-20,no,1614807,Arabic,yes,0,0
www.facebook.com/369233083548979,Tattoo Cover,TattooCoverTFX,2023-04-22,no,94453,French,yes,0,0
www.facebook.com/369284256791314,Guusje van Geel,guusjevangeel99,2023-07-24,no,378209,English,yes,0,0
www.facebook.com/369313899800134,Estadão Esportes,estadaoesporte,2018-12-13,no,92936,Portuguese,yes,0,0
www.facebook.com/369369099754870,Perfume (パフューム),Perfume.global,2022-03-25,no,421073,Japanese,yes,0,0
www.facebook.com/369508529820753,Purple Clover,purpleclvr,2023-02-06,no,8162816,English,yes,0,0
www.facebook.com/369516649924943,EVA GUESS,evaguessoff,2020-06-03,no,98215,French,yes,0,0
www.facebook.com/369560016475603,oh nickel,OhNickel,2022-09-11,yes,291177,English,yes,0,0
www.facebook.com/369793816420126,FOCUS online Fußball,FOCUSonlineFussball,2023-06-18,no,217449,German,yes,0,0
www.facebook.com/369880703110484,Prismo,PrismoMusic,2021-02-01,no,32346,English,yes,0,0
www.facebook.com/369984109749603,MONOWHALES,MONOWHALES,2019-08-28,no,11661,English,yes,0,0
www.facebook.com/370173376475815,Nabález,Nabalezz,2023-04-22,no,10716,Spanish,yes,0,0
www.facebook.com/370238213161935,Jesus Garcia,Mrchuy0123,2018-08-30,no,2468056,English,yes,0,0
www.facebook.com/370287323104640,حسن الرداد  - Hassan El Raddad,HassanElraddad,2023-04-23,no,11321418,Arabic,yes,0,0
www.facebook.com/370313713078316,頑GAME,playthreesmallgame,2020-05-04,no,374101,Chinese,yes,0,0
www.facebook.com/370484209680627,Diamante Eléctrico,DiamanteElectrico,2021-04-03,no,47740,Spanish,yes,0,0
www.facebook.com/370652536292104,Dallas Pets Alive,DallasPetsAlive,2023-03-31,no,44826,English,yes,0,0
www.facebook.com/370678561628,Ro et Cut,roetcut,2020-12-17,no,622015,French,yes,0,0
www.facebook.com/370722586298551,Tess Maune,TessMauneNewsOn6,2022-04-13,yes,126935,English,yes,0,0
www.facebook.com/370751231437,Arisa,ArisaOfficialPage,2023-04-23,no,715613,Italian,yes,0,0
www.facebook.com/370751345273,Revista MONET,revistaMONET,2023-07-05,no,149153,Portuguese,yes,0,0
www.facebook.com/370792143509981,Vijay Suvada,vijaysuvadaofficial20,2021-07-10,no,84906,Gujarati,yes,0,0
www.facebook.com/370794872933602,Tarkata Ayantika,justayantika,2023-04-22,no,361397,English,yes,0,0
www.facebook.com/370893313648210,แหวน 5 ท้าแสน - 5 Golden Rings,WhoThatTH,2019-06-16,no,248484,Thai,yes,0,0
www.facebook.com/371000283348283,Bachelor In Paradise Australia,BachelorInParadiseAU,2019-05-28,no,488562,English,yes,0,0
www.facebook.com/371028716141,Tobias Huch,tobias.huch,2023-07-11,no,264947,German,yes,0,0
www.facebook.com/371045109657708,Telepaís de Unitel,TELEPAISdeunitel,2020-03-26,no,944008,Spanish,yes,0,0
www.facebook.com/371280679611237,Chrissy & Mr. Jones,ChrissyandMrJones,2020-03-27,no,902665,English,yes,0,0
www.facebook.com/371789676175104,Anaya Brahma,anayafanpage,2023-04-22,no,51656,English,yes,0,0
www.facebook.com/371836553009725,Chloe and Beans,chloeandbeans,2023-07-30,no,67087,English,yes,0,0
www.facebook.com/371925396178053,Kamal Haasan,iKamalHaasan,2019-03-18,no,3440700,Tamil,yes,0,0
www.facebook.com/371948202934010,Auf Streife,aufstreife,2023-04-23,no,658830,German,yes,0,0
www.facebook.com/37203609337,Amy Poehler's Smart Girls,amypoehlersmartgirls,2023-04-23,no,1493955,English,yes,0,0
www.facebook.com/372139489800381,Ahmad abu snene - احمد ابو سنينه,Ahmad.Abusnene2,2023-06-29,no,787185,Arabic,yes,0,0
www.facebook.com/372534819579206,Movie Pilot Fan Art,moviepilotfanart,2017-10-07,no,53635,English,yes,0,0
www.facebook.com/372566109888640,Lietuvos Balsas. Vaikai,LietuvosBalsasVaikai,2019-04-17,no,26523,Lithuanian,yes,0,0
www.facebook.com/372627786198,Kring Kim,kringkim.ph,2019-02-23,no,164436,English,yes,0,0
www.facebook.com/37269719594,Jack Swagger,,2020-07-31,no,1230687,English,yes,0,0
www.facebook.com/372763059567617,Alejandro Ordóñez,poreescribir,2023-03-23,no,1563649,Spanish,yes,0,0
www.facebook.com/372776356135952,Geri Halliwell,gerihalliwell,2021-09-29,no,341282,English,yes,0,0
www.facebook.com/372983888705,Nicko's Kitchen,NickosKitchen,2020-04-20,no,1810035,English,yes,0,0
www.facebook.com/373018772738804,Karen Reyes,misskarenreyes,2023-05-09,yes,1458885,English,yes,0,0
www.facebook.com/37312746513,Neil Diamond,neildiamond,2023-04-22,no,2130869,English,yes,0,0
www.facebook.com/373156292845975,Chef Lola's Kitchen,cheflolaskitchen,2019-09-24,no,348091,English,yes,0,0
www.facebook.com/373209340200655,Witz,witzerino,2021-04-15,no,104088,Tagalog,yes,0,0
www.facebook.com/373454312753353,Carlos Montesquieu HD,CarlosMontesquieuHD,2023-04-23,no,5357608,Spanish,yes,0,0
www.facebook.com/373518446078235,Laverne Cox,lavernecoxforreal,2023-04-16,no,1213383,English,yes,0,0
www.facebook.com/373565869478942,NYFW,nyfw,2023-04-22,no,159256,English,yes,0,0
www.facebook.com/37364141771,Susanna Hoffs,OfficialSusannaHoffs,2022-09-02,no,304850,English,yes,0,0
www.facebook.com/373777612745936,Cairo Cpt,CairoDaMain,2023-04-06,no,260705,English,yes,0,0
www.facebook.com/37408316105,Whale Wars,WhaleWars,2023-04-05,no,377158,English,yes,0,0
www.facebook.com/374111579728,Washington Post Politics,washingtonpostpolitics,2020-07-31,no,595064,English,yes,0,0
www.facebook.com/374455282639956,River Monsters Global,RiverMonstersGlobal,2021-03-24,no,1886753,English,yes,0,0
www.facebook.com/374593013072757,الام سانية,Saniyeannearabic,2020-07-09,no,408773,Arabic,yes,0,0
www.facebook.com/374609625927046,MBC The Voice,MBCTheVoice,2023-04-22,no,13237135,Arabic,yes,0,0
www.facebook.com/374646435943273,Arnaud Ducret,arnaud.ducret,2023-04-23,no,598723,French,yes,0,0
www.facebook.com/374879529191610,L'Impératrice,Je.Suis.Imperatrice,2021-02-07,no,100885,French,yes,0,0
www.facebook.com/374908052958828,Crypt Fables,CryptFables,2018-06-20,no,619409,English,yes,0,0
www.facebook.com/375244422823797,XantosMusic,XantosMusic,2023-04-22,no,123897,Spanish,yes,0,0
www.facebook.com/375335535820151,Animal Planet's Too Cute,TooCute,2018-01-04,no,841343,English,yes,0,0
www.facebook.com/375420896497046,War,,2022-09-02,no,106057,English,yes,0,0
www.facebook.com/375646332576951,GMLRS,GemeliersMusicOficial,2023-04-23,no,100502,Spanish,yes,0,0
www.facebook.com/375845422160,Reader's Digest India,ReadersDigest.co.in,2020-06-18,no,221941,English,yes,0,0
www.facebook.com/375966229211838,King Topher,RoyalKingTopher,2023-04-23,no,17537,English,yes,0,0
www.facebook.com/376207592455899,GHannelius,g.hannelius,2021-06-22,no,3165709,English,yes,0,0
www.facebook.com/376220879183220,Meir Kay,MeirKay,2018-08-29,no,1492204,English,yes,0,0
www.facebook.com/376269852714361,港。故,kongguhk,2018-12-10,no,70767,Chinese,yes,0,0
www.facebook.com/376581649128252,Martin Jensen,DjMartinJensen,2020-11-18,no,2426842,English,yes,0,0
www.facebook.com/376772556293119,Mola Sport,molatv.sport,2023-04-23,no,436405,Indonesian,yes,0,0
www.facebook.com/376871972335122,Luke Korns,LukeKornsOfficial,2018-08-20,no,1024327,Spanish,yes,0,0
www.facebook.com/377118532674917,Evvie McKinney,evviemusicLLC,2022-08-14,no,179481,English,yes,0,0
www.facebook.com/377352129070939,Poonam Mishra,LokgayikaPoonamMishra,2023-04-14,no,2309876,Hindi,yes,0,0
www.facebook.com/377433754348,Decibel Bellini,DecibelBellini,2023-05-23,no,176144,Italian,yes,0,0
www.facebook.com/377491188939189,MUKESH KHANNA,IAmMukeshKhanna,2019-08-13,no,328032,Hindi,yes,0,0
www.facebook.com/377610333035,Krept & Konan,KreptandKonan,2023-04-05,no,248809,English,yes,0,0
www.facebook.com/377638343303,Pramac Racing,PramacRacing,2023-04-22,no,540320,English,yes,0,0
www.facebook.com/37768507619,Marshall Goldsmith,Marshall.Goldsmith.Library,2023-03-01,no,74450,English,yes,0,0
www.facebook.com/37840056067,Leif Vollebekk,leifvollebekk,2023-05-29,no,18914,English,yes,0,0
www.facebook.com/378560332162615,Ela Minus,ElaMinus,2021-03-15,no,25418,English,yes,0,0
www.facebook.com/378566772214313,Los Primos Mx,PrimosMX,2019-05-08,no,3204131,Spanish,yes,0,0
www.facebook.com/378758372707668,Ushasi Ray,itsushasirayofficial,2021-05-04,no,2538402,English,yes,0,0
www.facebook.com/378964162830607,Alessandra Rosaldo,alexrosaldooficial,2020-04-27,no,2063670,Spanish,yes,0,0
www.facebook.com/379000895624993,James Monas,Jamonasofficial,2023-04-06,no,212151,English,yes,0,0
www.facebook.com/379023768887434,Chak De India - Movie,ChakDeIndia,2017-10-07,no,799206,English,yes,0,0
www.facebook.com/379098765800455,Pontus Hugosson,riderhugosson,2022-12-19,no,122508,English,yes,0,0
www.facebook.com/379321548814747,Jaime Arellano,JaimeArellanoOficial,2023-04-27,no,148656,Spanish,yes,0,0
www.facebook.com/379524112087410,Questions pour un champion (Officiel),QuestionsPourUnChampionOfficiel,2017-10-07,no,1483636,French,yes,0,0
www.facebook.com/379616998901158,Flor Tamayo,Flortamayoo,2019-09-25,yes,1796039,Spanish,yes,0,0
www.facebook.com/379800585524287,Rupali Jagga,rupalijaggaofficial,2021-01-02,no,3972357,English,yes,0,0
www.facebook.com/379803548715763,Scott Stanford,,2020-07-31,no,8083,English,yes,0,0
www.facebook.com/380248698724943,Australia's Got Talent,GotTalentAU,2019-06-26,no,3194798,English,yes,0,0
www.facebook.com/380496582727229,NBA Game Recaps,nbagamerecaps,2019-03-05,no,2644162,English,yes,0,0
www.facebook.com/380684882394269,Pierce Lepage,PierceLepageOfficial,2021-09-22,no,10573,Arabic,yes,0,0
www.facebook.com/380698795431115,Zakia Bari Mamo,,2023-04-22,no,1167501,Bengali,yes,0,0
www.facebook.com/381023058634096,Juampi Gonzalez,juampigon,2022-02-22,no,326178,Spanish,yes,0,0
www.facebook.com/381091195652138,Haiphong Football Club,haiphongfootballclub,2023-04-23,no,60547,Vietnamese,yes,0,0
www.facebook.com/381152185286114,Minh Hằng,csdv.minhhang,2021-10-05,no,8958070,Vietnamese,yes,0,0
www.facebook.com/381184971927814,Avi Kaplan,avikaplanmusic,2020-11-18,no,441079,English,yes,0,0
www.facebook.com/381208408983480,Hassan Ali Kasi,HassanAliKasi,2023-08-02,no,66594,English,yes,0,0
www.facebook.com/381224181967937,Lifesbook_ceo,LifesbookCeo,2021-04-01,no,407450,English,yes,0,0
www.facebook.com/381441845713242,Erica Banks,realericabanks,2021-04-23,no,64746,English,yes,0,0
www.facebook.com/381506151878850,El Djazairia One,Eldjazairiaone,2023-04-23,no,6253217,Arabic,yes,0,0
www.facebook.com/381565668577250,ItsMyRayeRaye,ItsMyRayeRaye,2018-12-03,no,943172,English,yes,0,0
www.facebook.com/381810408676549,Arranged,ArrangedTV,2017-10-07,no,49329,English,yes,0,0
www.facebook.com/382074058820797,Don't Tell Comedy,donttellcomedy,2023-07-05,no,1319870,English,yes,0,0
www.facebook.com/38220092874,Queen Makoma,nathaliemakomamusic,2023-05-01,no,809911,French,yes,0,0
www.facebook.com/382251395295622,Raquel Mendiola,Raquelmendiola.z,2022-11-25,yes,20222,Spanish,yes,0,0
www.facebook.com/382289765125062,Avtar Singh Bhadana,AvtarBhadanaMP,2022-06-04,no,118137,Hindi,yes,0,0
www.facebook.com/382355050831,Victoria Justice,victoriajustice,2020-11-18,no,18165994,English,yes,0,0
www.facebook.com/382492498486366,Jermaine Dupri,jermainedupri,2022-09-02,no,1947203,English,yes,0,0
www.facebook.com/382523711792175,Adexe Y Nau,adexeynau,2020-11-18,no,1706135,Spanish,yes,0,0
www.facebook.com/38270822285,Iration,iration,2021-02-07,no,301407,English,yes,0,0
www.facebook.com/382731741793647,Josh Milli,JoshMilliOficial,2023-04-22,no,35143,Spanish,yes,0,0
www.facebook.com/382908866339,Stylers Crew,stylersofficial,2023-04-03,no,1173023,Arabic,yes,0,0
