ID,Creator,Type,Permalink,Post Message,Lifetime Post Total Impressions,Lifetime Post Paid Impressions,Lifetime Post Organic Impressions,Lifetime Post Total Reach,Lifetime Post Paid Reach,Lifetime Post organic reach,Lifetime Post Total Reactions,Lifetime Post Total Comments,Lifetime Post Total Shares,Lifetime Post Total Clicks,Lifetime Post Total Saves,Lifetime Total 60-Second Video Views,Lifetime Paid 60-Second Video Views,Lifetime Organic 60-Second Video Views,Lifetime Video 60-Second Views 18-24,Lifetime Video 60-Second Views 25-34,Lifetime Video 60-Second Views 35-44,Lifetime Video 60-Second Views 45-54,Lifetime Video 60-Second Views 55-64,Lifetime Video 60-Second Views 65+,Lifetime Video 60-Second Views Gender Unknown,Lifetime Video 60-Second Views Gender Female,Lifetime Video 60-Second Views Gender Male,Lifetime Total Video Views,Lifetime Paid Video Views,Lifetime Organic Video Views,Lifetime Total Video Views Gender Unknown,Lifetime Total Video Views Gender Female,Lifetime Total Video Views Gender Male,Lifetime Total Video Views Region 1,Lifetime Total Video Views Region 2,Lifetime Total Video Views Region 3,Lifetime Total Video Views Region 4,Lifetime Total Video Views Region 5,Lifetime Total Video View Time (in Minutes),Lifetime Total Paid Video View Time (in Minutes),Lifetime Total Organic View Time (in Minutes),Lifetime Total Video View Time (in Minutes) 18-24,Lifetime Total Video View Time (in Minutes) 25-34,Lifetime Total Video View Time (in Minutes) 35-44,Lifetime Total Video View Time (in Minutes) 45-54,Lifetime Total Video View Time (in Minutes) 55-64,Lifetime Total Video View Time (in Minutes) 65+,Lifetime Total Video View Time (in Minutes) Gender Unknown,Lifetime Total Video View Time (in Minutes) Gender Female,Lifetime Total Video View Time (in Minutes) Gender Male,Lifetime Total Video View Time (in Minutes) Region 1,Lifetime Total Video View Time (in Minutes) Region 2,Lifetime Total Video View Time (in Minutes) Region 3,Lifetime Total Video View Time (in Minutes) Region 4,Lifetime Total Video View Time (in Minutes) Region 5,Lifetime IG Story Organic Back Tap,Lifetime IG Story Organic Swipe Away,Lifetime IG Story Organic Exit,Lifetime IG Story Total Reply
,,,,
'758040446331438',Pokdi’s TV,Status,https://facebook.com/collabsmanager/creator/insights/?page_id=557217247994915&bc_auto_shown_tagged_post_id=758040446331438,,0,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
