URL,Content creator,Username,Date added,Facebook Page followers,Language,Blue verification,Videos published in the last 7 days,Median views per video (28 days)
https://www.facebook.com/1447148065524466,The Holderness Family,TheHoldernessfamily,2023-03-09,4707436,English,yes,1,164186
https://www.facebook.com/1961378347432598,Brandon Farris,Imbrandonfarris,2023-03-09,4706938,English,yes,5,41284
https://www.facebook.com/210301035798660,Metfone,metfone.closer,2023-04-29,4706563,Khmer,yes,0,0
https://www.facebook.com/1525976297445389,La Liendra,laliendra0,2023-03-30,4703967,Spanish,yes,0,0
https://www.facebook.com/254121084754746,Just Viral TV,JustViralTVvids,2023-05-09,4703608,English,yes,10,7244
https://www.facebook.com/112856028764227,SBD World’s Strongest Man,theworldsstrongestman,2023-03-09,4702062,English,yes,6,4945
https://www.facebook.com/123368131081367,Gol Caracol,GolCaracol,2023-03-09,4698287,Spanish,yes,9,4378
https://www.facebook.com/685693191466369,Seidy La Niña,laninaseidy,2023-03-09,4695566,Spanish,yes,10,56321
https://www.facebook.com/127929870615063,Shaira Diaz,shairamdc,2023-06-16,4682292,English,yes,0,0
https://www.facebook.com/12688553195,CMT,cmt,2023-03-09,4679590,English,yes,1,16091
https://www.facebook.com/438216603021915,Tuko.co.ke,tuko.co.ke,2023-06-15,4679052,English,yes,2,3694
https://www.facebook.com/101322961717943,Dr. Ahmed Ezzat د. أحمد عزت,Dr.EzzatOfficial,2023-06-30,4675481,Arabic,yes,2,0
https://www.facebook.com/193315270699265,دكتور جودة محمد عواد,goudaawwad,2023-04-02,4674766,Arabic,yes,2,462275
https://www.facebook.com/214177185265419,Cyprien,CyprienVideo,2023-05-30,4671186,French,yes,0,0
https://www.facebook.com/1406417599595714,Sreemukhi,ActressSreemukhi,2023-03-09,4666258,English,yes,1,4902
https://www.facebook.com/637321946425100,The Mask Singer,TheMaskSingerTH,2023-05-30,4665955,Thai,yes,0,41244
https://www.facebook.com/1768565660038883,Nusrat Imrose Tisha,TishaBDactressOfficial,2023-07-23,4664356,English,yes,1,102748
https://www.facebook.com/362458354145076,Artkala4u,artkala4u,2023-03-09,4657904,English,yes,1,20200
https://www.facebook.com/112649835817635,Bubly,iamShobnomYesminBubly,2023-06-05,4655675,English,yes,1,803701
https://www.facebook.com/448615305250431,King Keraun,kingkeraun,2023-06-30,4650392,English,yes,0,0
https://www.facebook.com/431246406939000,Superholly,yosoyholly,2023-04-12,4650052,Spanish,yes,1,128315
https://www.facebook.com/189376257876430,Janeth Valenzuela,JanethValenzuela,2023-03-09,4648946,Spanish,yes,4,0
https://www.facebook.com/231538350244088,Locos X el Asado,locosxelasado,2023-03-09,4627376,Spanish,yes,3,163234
https://www.facebook.com/144074117500,Cirque du Soleil,CirqueduSoleil,2023-03-09,4607402,English,yes,8,20141
https://www.facebook.com/106970304122333,Dr. Kilimanguru,dockilimanguru,2023-03-09,4595494,Tagalog,yes,2,1420029
https://www.facebook.com/34717361681,Martha Debayle,DebayleOficial,2023-03-09,4588760,Spanish,yes,2,13037
https://www.facebook.com/1087436764676695,AdamW,adamw,2023-06-22,4581389,English,yes,5,196158
https://www.facebook.com/60878984298,My Modern Met,mymodernmet,2023-07-16,4571664,English,yes,0,0
https://www.facebook.com/1845398595697125,Tawhid uddin Afridi,tawhidafridi007,2023-06-26,4558899,English,yes,1,0
https://www.facebook.com/445761595616039,Aabha Paul,Actoraabhapaul,2022-10-11,4543303,English,yes,0,0
https://www.facebook.com/61800120478,Cincinnati Zoo & Botanical Garden,cincinnatizoo,2023-03-09,4537459,English,yes,0,24456
https://www.facebook.com/425739874697083,WeTV English,wetvenglish,2023-07-21,4536691,English,yes,7,18710
https://www.facebook.com/122876494458807,Rafinha Bastos,rafinhabastos,2023-06-15,4526803,Portuguese,yes,2,16745
https://www.facebook.com/870267339789040,Untouchable Comedies,Chibuike1a,2023-03-09,4519780,English,yes,0,0
https://www.facebook.com/132309676835568,Lokmat,lokmat,2023-06-02,4507765,Marathi,yes,70,26374
https://www.facebook.com/227797153941209,ETimes,etimesofficial,2023-05-13,4506683,English,yes,24,6991
https://www.facebook.com/122160964984,CARAS Brasil,carasbrasil,2023-03-09,4502935,Portuguese,yes,4,1622
https://www.facebook.com/87545580838,C5N,C5N.Noticias,2023-07-21,4495965,Spanish,yes,0,3305
https://www.facebook.com/217600601600798,Seonkyoung Longest,SeonkyoungLongest,2023-03-09,4494076,English,yes,3,17766
https://www.facebook.com/205006529995,Telehit,telehit,2023-07-21,4492586,Spanish,yes,0,0
https://www.facebook.com/111390732210848,Natalia Jimenez,NataliaJimenezOficial,2023-04-25,4489158,Spanish,yes,2,30059
https://www.facebook.com/177232385578,"Daniel ""Churchill"" Ndambuki aka Mwalimu King'ang'i",Mwalimchurchill,2023-07-21,4486429,English,yes,6,16502
https://www.facebook.com/229752250814675,Insider Style,insiderstyle,2023-07-24,4478667,English,yes,1,18076
https://www.facebook.com/662254863984571,Bollywood Society,BollywoodSociety,2023-03-09,4471303,English,yes,112,8992
https://www.facebook.com/440226286026288,Cecilia Galliano,ceciliagalliano,2023-07-21,4471156,Spanish,yes,2,24548
https://www.facebook.com/253609038076576,สำนักข่าวไทย,tnamcot,2023-03-09,4470364,Thai,yes,84,8296
https://www.facebook.com/55489845700,750g : Recettes de cuisine,lapagede750grammes,2023-05-14,4468835,French,yes,3,17448
https://www.facebook.com/454028745088219,Dhruba TV,dhrubatv,2023-03-09,4463944,Bengali,yes,1,35853
https://www.facebook.com/107120516010831,Cauet,cauetofficiel,2023-07-13,4459030,French,yes,0,2195818
https://www.facebook.com/810700435658880,محمود سعد,mahmooudsaaad,2023-06-15,4458711,Arabic,yes,1,0
https://www.facebook.com/8327967561,Harper's Bazaar,HarpersBazaar,2023-03-09,4455108,English,yes,0,0
https://www.facebook.com/188112914547774,Angeline Quinto,AngelineQuintoOfficial,2023-06-12,4453111,English,yes,1,369621
https://www.facebook.com/323112341086184,FlavCity,flavcity,2023-03-09,4446646,English,yes,8,0
https://www.facebook.com/114071503632819,Monica Bianca,monicaxbianca,2023-03-09,4444504,English,yes,4,0
https://www.facebook.com/400990430109563,Julie Anne San Jose,myjapsofficial,2023-06-13,4440787,English,yes,3,11966
https://www.facebook.com/274703255906765,Bie The Ska,bietheska,2023-03-09,4439520,Thai,yes,0,0
https://www.facebook.com/118843008896,CANAL+ FOOT,CanalplusFoot,2023-03-09,4433848,French,yes,0,0
https://www.facebook.com/1431710213746911,CELLEGRINI,Cellegrini,2023-04-28,4428650,Spanish,yes,0,0
https://www.facebook.com/127002740703981,أنا أسف ياريس,AseF.Yarayes,2023-03-20,4428540,Arabic,yes,0,0
https://www.facebook.com/109196765786671,Touche Pas à Mon Poste (TPMP),TPMPTV,2023-07-20,4427464,French,yes,14,38622
https://www.facebook.com/122058967858093,Cuppy,cuppymusic,2023-03-09,4424368,English,yes,0,24090
https://www.facebook.com/417546858312612,Radio City,radiocityindia,2023-06-12,4422304,English,yes,30,490
https://www.facebook.com/314236622047229,Yasmin Ali - ياسمين علي,yasminaliofficial,2023-04-07,4415125,Arabic,yes,0,0
https://www.facebook.com/176784802923806,Marty and Michael,martyandmichael,2023-03-09,4414225,English,yes,1,247706
https://www.facebook.com/154100984604961,Dude Dad,DudeDadVlog,2023-07-10,4413201,English,yes,4,422193
https://www.facebook.com/2580877645319680,Infinite,InfiniteLists.Official,2023-06-26,4409893,English,yes,0,2382
https://www.facebook.com/560966980780355,AZ Family - أحمد حسن و زينب,AhmedHas0san,2023-03-09,4407877,Arabic,yes,0,0
https://www.facebook.com/467160013440756,Sonrixs,Sonrixs1,2023-03-09,4401306,Spanish,yes,4,510732
https://www.facebook.com/202882449881613,Mohamed El-Neny,ElNennyM,2023-07-20,4400593,Arabic,yes,3,14980
https://www.facebook.com/157969704243024,La Mejor,lamejoroficial,2023-03-09,4398426,Spanish,yes,32,638
https://www.facebook.com/156706292344,ERA (Malaysia),era.je,2023-03-20,4397491,Malay,yes,67,2361
https://www.facebook.com/123624513983,The Western Journal,WesternJournal,2023-03-09,4386180,English,yes,5,2515
https://www.facebook.com/183769448318423,Futbol Picante,futpicante,2023-07-21,4379864,Spanish,yes,0,5457
https://www.facebook.com/118730428242,Top Rank Boxing,trboxing,2023-07-21,4377286,English,yes,36,30217
https://www.facebook.com/104639844309837,Erika Kullberg,ErikaNKullberg,2023-06-28,4376950,English,yes,0,1803674
https://www.facebook.com/202585876581737,Deepto TV,deeptotv.bd,2023-07-21,4361941,Bengali,yes,25,6615
https://www.facebook.com/1385837731731321,Julio Janpierre,juliojanpierre,2023-03-27,4360463,English,yes,0,67297
https://www.facebook.com/1842305449407962,Tucker Budzyn,tuckerbudzyn,2023-03-09,4343149,English,yes,0,182131
https://www.facebook.com/123652391068509,Sanskar TV,SanskarOfficial,2023-07-21,4334744,Hindi,yes,23,0
https://www.facebook.com/952861461403492,Mariana Echeverría,Marianaecheverriaoficial,2023-07-21,4332418,Spanish,yes,9,256603
https://www.facebook.com/570861502931910,Libardo Isaza,isazalibardo,2023-03-09,4322871,Spanish,yes,2,638876
https://www.facebook.com/368739276797295,Aiman Mostafa - أيمن مصطفى,AimanMostafaPage,2023-07-21,4322082,Arabic,yes,0,0
https://www.facebook.com/324861724225604,อายุน้อยร้อยล้าน,Ryounoi100lan,2023-07-26,4320209,Thai,yes,0,0
https://www.facebook.com/1483640078621743,Lucas Rangel,lucasranngel,2023-05-18,4317930,Portuguese,yes,0,152913
https://www.facebook.com/1564882753729371,My Mate Nate,mymatenate,2023-03-09,4316268,Thai,yes,2,123951
https://www.facebook.com/1419385831676427,Heavy D,Heavydsparks,2023-06-26,4304814,English,yes,4,50187
https://www.facebook.com/151063831592860,Angela Yee,teamyee,2023-03-09,4304762,English,yes,9,0
https://www.facebook.com/611897808821525,Rudy Mancuso,rudymancuso,2023-03-20,4300183,English,yes,9,4166
https://www.facebook.com/82713049484,FC Porto,FCPorto,2023-07-21,4299970,Portuguese,yes,22,19574
https://www.facebook.com/350097413540,storyful,Storyful,2023-03-09,4295931,English,yes,0,0
https://www.facebook.com/155483101154615,Maria Celeste,mariacelestearraras,2023-03-09,4293384,Spanish,yes,0,0
https://www.facebook.com/1597082347192757,TV Thunder,tvthunderofficial,2023-07-21,4293120,Thai,yes,25,7895
https://www.facebook.com/295199098300,Scary Mommy,thescarymommy,2023-07-21,4290540,English,yes,0,0
https://www.facebook.com/160540713968,SS MUSIC,ssmusic,2023-04-16,4287804,Tamil,yes,0,2441
https://www.facebook.com/276219759229333,Tonio Skits,tonioskits,2023-03-09,4284101,English,yes,3,27968
https://www.facebook.com/265207553667527,Roya Comedy - رؤيا كوميدي,Royacomedy,2023-06-15,4272005,Arabic,yes,0,16230
https://www.facebook.com/156147724427094,The CrossFit Games,CrossFitGames,2023-03-09,4261997,English,yes,7,38609
https://www.facebook.com/1127987560644883,No One Cares Videos,CaresOneNoVideos,2023-05-30,4261206,English,yes,20,13546
https://www.facebook.com/113722468665037,Matt Steffanina,MattSteff,2023-07-21,4260219,English,yes,61,35040
https://www.facebook.com/1587313451534761,LGND,LGNDFRVR,2023-03-09,4256094,English,yes,5,334044
https://www.facebook.com/150018297176,GTV - Indonesia,OfficialGTVID,2023-07-21,4240762,Indonesian,yes,118,474
https://www.facebook.com/466070917292595,Độc lạ Bình Dương,doclabinhduong.np,2023-03-09,4237608,Vietnamese,yes,5,0
https://www.facebook.com/132768097309283,Tukomi,tukomiofficial,2023-07-21,4237185,Tagalog,yes,0,0
https://www.facebook.com/1088885131212512,MGR Production & Distribution,MGRproductionsegy,2023-03-09,4236292,Arabic,yes,0,0
https://www.facebook.com/110060465728093,Deejay carolina,djcarolinafanpage,2023-03-12,4232957,Spanish,yes,1,0
https://www.facebook.com/100736854619257,H2WO,H2woOfficial,2023-03-09,4225922,English,yes,0,47833
https://www.facebook.com/192888927586237,Praveen Jain Kochar,praveenjainguruji,2023-04-12,4223359,Hindi,yes,4,17556
https://www.facebook.com/493210824087089,Sanjjanaa Galrani,sanjjanaagalrani,2023-03-09,4222096,English,yes,10,18280
https://www.facebook.com/103843882997821,MadRam11 YouTube Videos,MadRam11,2023-04-12,4220537,English,yes,10,12810
https://www.facebook.com/2368259950085262,٦٠ شو مع الدكتور حاتم ستين,60show.hatemsettin,2023-03-09,4216576,Arabic,yes,0,0
https://www.facebook.com/289100071497001,News Tak,newstakofficial,2023-07-21,4213776,Hindi,yes,82,9298
https://www.facebook.com/116130785125397,Club de Futbol Cruz Azul,CruzAzul,2023-03-09,4207902,Spanish,yes,0,0
https://www.facebook.com/105302097743255,Magnificent Century,magnificentcentury,2023-03-09,4205771,English,yes,5,43261
https://www.facebook.com/100469031304034,RANS Entertainment,ransentertainment,2023-03-09,4201436,Indonesian,yes,31,9866
https://www.facebook.com/145195265532741,Azteca 7,aztecasiete,2023-07-21,4200206,Spanish,yes,42,1686
https://www.facebook.com/104613908076248,Devon Rodriguez,devonrodriguezart,2023-03-09,4198203,English,yes,8,101182
https://www.facebook.com/254396735007,Mayim Bialik,MissMayim,2023-03-09,4182122,English,yes,5,47199
https://www.facebook.com/1427553190596912,Nijo Jonson,nijojonsons,2023-03-09,4179365,English,yes,0,46101
https://www.facebook.com/52459726262,Revista HOLA,revistahola,2023-07-21,4177496,Spanish,yes,5,14744
https://www.facebook.com/421716924551570,Churrasqueadas,churrasqueadasoficial,2023-07-12,4173154,Portuguese,yes,0,84830
https://www.facebook.com/375510632766,Rabi Pirzada,RabiPirzadaMusic,2023-04-24,4156295,English,yes,3,5578
https://www.facebook.com/274298695930690,CiproShow,ciproshow,2023-07-21,4149714,Spanish,yes,3,826777
https://www.facebook.com/143149189104850,Ashwin Ravi,AshwinRaviOfficial,2023-06-25,4149320,English,yes,0,0
https://www.facebook.com/201798422448,"Mike ""The Situation""",MikeTheSituation,2023-07-24,4145329,English,yes,0,0
https://www.facebook.com/164177086490,Pamela Jean Noble,PamelaJeanNoble,2023-03-09,4144821,English,yes,0,0
https://www.facebook.com/647241065739305,احمد ابراهيم,ahmeedibraahim,2023-03-12,4139648,Arabic,yes,3,0
https://www.facebook.com/1540945952841438,Jacky Bracamontes,JackyBracamontes,2023-03-09,4138067,Spanish,yes,2,49186
https://www.facebook.com/196827063992420,TheDadLab,thedadlab,2023-07-26,4136076,English,yes,1,11629
https://www.facebook.com/214040098684277,Chris Jericho,ChrisJericho,2023-07-24,4135523,English,yes,0,0
https://www.facebook.com/367720860071469,The Try Guys,tryguys,2023-02-16,4119288,English,yes,2,64083
https://www.facebook.com/293405410787168,Nandita Swetha,ActressNanditha,2023-07-23,4116206,English,yes,1,4151
https://www.facebook.com/1492800680983926,Thách Thức Danh Hài,thachthucdanhhai,2023-06-15,4108754,Vietnamese,yes,0,18966
https://www.facebook.com/1694540734092557,Mosharraf Karim,PageMosharrafKarim,2023-05-30,4101721,Bengali,yes,0,0
https://www.facebook.com/267762957368260,Hisham Baeshen - هشام باعشن,mishobaeshen,2023-03-09,4100415,Arabic,yes,6,13323
https://www.facebook.com/112437898831101,Planet Paws,PlanetPawsMedia,2023-04-03,4096328,English,yes,0,0
https://www.facebook.com/185304211742,FilmsActu,Filmsactu,2023-03-09,4087804,French,yes,6,10053
https://www.facebook.com/604663536346735,مسلسل حكايات بنات,HekayatBanatSeries,2023-04-03,4082324,Arabic,yes,0,0
https://www.facebook.com/1519265661627052,Upsocl Verde,upsoclverde,2023-04-30,4077614,Spanish,yes,1,18464
https://www.facebook.com/444741388899022,beIN SPORTS USA,beINSPORTSUSA,2023-07-21,4075212,Spanish,yes,16,25149
https://www.facebook.com/16506799404,Justina Valentine,JustinaMusik,2023-06-16,4067421,English,yes,6,165483
https://www.facebook.com/481203809070225,Rachna Tiwari,rachnatiwariofficial,2023-03-09,4063285,Hindi,yes,16,4993
https://www.facebook.com/153148261379891,Lupillo Rivera,LupilloRiveraOficial,2023-04-01,4062649,Spanish,yes,3,22456
https://www.facebook.com/2013139502271166,De General Comedy,iamdegeneral,2023-03-09,4057091,English,yes,1,938090
https://www.facebook.com/319146641830979,Transportation Insider,insidertransportation,2023-07-24,4056522,English,yes,0,0
https://www.facebook.com/1498942557014055,العربية مصر - Al Arabiya Egypt,AlArabiya.Egypt,2023-05-31,4055805,Arabic,yes,13,1429
https://www.facebook.com/1780574822228909,Giọng Ải Giọng Ai,giongaigiongai,2023-06-15,4054613,Vietnamese,yes,0,17989
https://www.facebook.com/606014986100673,Shoaib Akhtar,TheFastestBowler,2023-03-09,4052896,English,yes,0,0
https://www.facebook.com/609956896004545,علي عذاب - Ali Athab,AliAthab.iq,2023-07-21,4052178,Arabic,yes,0,0
https://www.facebook.com/116023886460584,زي الكتاب ما بيقول,zayelketab,2023-03-09,4047770,Arabic,yes,0,0
https://www.facebook.com/156995671016911,Rodrigo Scarpa,rodrigoscarpa,2023-03-20,4046700,Portuguese,yes,1,10021
https://www.facebook.com/618840728314078,Ravish Kumar,RavishKaPage,2022-11-08,4046013,Hindi,yes,2,176455
https://www.facebook.com/155081244544398,Muhteşem Yüzyıl,MuhtesemYuzyil,2023-03-20,4043538,Turkish,yes,7,29365
https://www.facebook.com/154172342423,Sam,samofficial.vn,2023-07-21,4043460,Vietnamese,yes,2,49090
https://www.facebook.com/439309389507967,Motoki Maxted,motokimaxted,2023-07-21,4041478,English,yes,0,0
https://www.facebook.com/1383092798687333,Abraham David HD,abrahamdpe,2023-06-16,4036542,Spanish,yes,0,0
https://www.facebook.com/93889432933,CNA,ChannelNewsAsia,2023-07-21,4034062,English,yes,2,10682
https://www.facebook.com/171142876229077,Craftingeek,craftingeek,2023-03-09,4031109,Spanish,yes,2,4667
https://www.facebook.com/50014959408,CricketNext.com,cricketnext,2023-03-09,4023649,English,yes,0,0
https://www.facebook.com/152909121442957,Ek Tha Tiger,EkThaTiger,2023-04-03,4014516,English,yes,0,0
https://www.facebook.com/111618140669210,T Sports,tsportsbd,2023-06-16,4011548,Bengali,yes,0,0
https://www.facebook.com/126602384107603,Ammon News - وكالة عمون الاخبارية,ammonnews,2023-07-21,4007607,Arabic,yes,4,0
https://www.facebook.com/315529398603371,Vanidad,isoyvanidad,2023-06-29,4005831,Spanish,yes,0,0
https://www.facebook.com/1974869119411303,UrduPoint Videos,UrduPointVideos,2023-03-09,4001513,English,yes,16,11063
https://www.facebook.com/131561397363104,Vecinos,vecinosof,2023-07-20,3996835,Spanish,yes,0,108275
https://www.facebook.com/311751192582716,Chef Shaheen - شيف شاهين,chef.shaheen.95,2023-05-05,3992750,Arabic,yes,2,97186
https://www.facebook.com/25902406772,CBS Sports,CBSSports,2023-03-09,3989248,English,yes,20,29542
https://www.facebook.com/265283315810,Jorge Lorenzo,Jorge.Lorenzo.Official,2023-03-09,3986546,English,yes,0,0
https://www.facebook.com/563575153757994,Tamer Shaltout - تامر شلتوت,TamerShaltoutt,2023-03-09,3973584,Arabic,yes,11,5416
https://www.facebook.com/784923181627645,Harsh Beniwal,harshbeniwalofficial,2023-05-23,3964727,English,yes,0,0
https://www.facebook.com/27972931696,Natalya,Natalya,2023-03-09,3964084,English,yes,0,0
https://www.facebook.com/2165562337089706,Zelika,ZelikaFb,2023-07-10,3963909,Spanish,yes,4,128790
https://www.facebook.com/121450784547879,MensXP,mensxp,2023-03-09,3954504,English,yes,0,1517
https://www.facebook.com/1514420258870832,Jasmine Luv,luvjjp,2023-04-20,3953227,English,yes,0,25609
https://www.facebook.com/791954280915131,Blameitonkway,Blameitonkway,2023-07-21,3949588,English,yes,1,95542
https://www.facebook.com/7155422274,CNET,cnet,2023-05-13,3948045,English,yes,10,1448
https://www.facebook.com/860603967348652,Shemaroo Gujarati,shemaroogujarati,2023-03-09,3947251,Gujarati,yes,5,22408
https://www.facebook.com/605696312948159,Big Ramy Elssbiay,bigramyofficial,2023-07-21,3938999,Arabic,yes,0,0
https://www.facebook.com/169436313474178,Ileana Velazquez,IleanaVelazquez01,2023-03-09,3935598,Spanish,yes,8,0
https://www.facebook.com/152858888093521,NRT,naliatv,2023-07-21,3934905,Central Kurdish (Sorani),yes,44,0
https://www.facebook.com/101402899928278,Santos Futebol Clube,santosfc,2023-03-09,3932538,Portuguese,yes,5,34705
https://www.facebook.com/755464044564469,برنامج ولاية بطيخ,meloncityshow1,2023-03-09,3930463,Arabic,yes,0,47010
https://www.facebook.com/441241125922184,Whistle Sports,WhistleSports,2023-07-08,3920281,English,yes,14,2682
https://www.facebook.com/153374758052469,Kalam Nawaem كلام نواعم,KalamNawaemShow,2023-03-09,3919559,Arabic,yes,0,0
https://www.facebook.com/203807806304319,Gabi Luthai,GabiLuthaiOficial,2022-12-23,3913452,Portuguese,yes,0,5657
https://www.facebook.com/743558085657022,Thu Trang,Dienvienhaithutrang,2023-03-09,3912591,Vietnamese,yes,0,0
https://www.facebook.com/157404000987689,Binnu Dhillon,BinnuDhillon,2023-07-26,3910465,English,yes,0,43291
https://www.facebook.com/161453280651539,Barista Dritan Alsela,barista.dritan.alsela,2023-03-09,3909183,English,yes,0,0
https://www.facebook.com/1569947223055893,It's a Southern Thing,itisasouthernthing,2023-03-09,3904826,English,yes,2,60404
https://www.facebook.com/726702980694809,Angelica Hale,AngelicaHaleMusic,2023-03-09,3901488,English,yes,1,29835
https://www.facebook.com/416189668446529,Mostafa Abo Rawash,MuRawash,2023-06-02,3900503,Arabic,yes,0,0
https://www.facebook.com/2069347686643317,Antra Singh Priyanka,singhantrapriyanka,2023-06-21,3898109,Hindi,yes,4,34032
https://www.facebook.com/100924389951480,TVN,tvn.cl,2023-07-21,3897000,Spanish,yes,72,1365
https://www.facebook.com/198671446838647,Los Huracanes del Norte,LosHuracanesDelNorte,2023-03-09,3896939,Spanish,yes,5,17623
https://www.facebook.com/194210463958714,INA,Ina.fr,2023-07-21,3886159,French,yes,6,31293
https://www.facebook.com/112852666874,San Francisco 49ers,SANFRANCISCO49ERS,2023-03-09,3884015,English,yes,5,25873
https://www.facebook.com/1993415147583365,PEACH EAT LAEK,PeachEatLaek,2023-06-29,3883684,Thai,yes,3,46401
https://www.facebook.com/668683629832889,Nasty C SA,nastyczzle,2023-07-17,3877294,English,yes,0,0
https://www.facebook.com/636617089733917,Anamika Jain Amber,anamikamber,2023-07-26,3875130,Hindi,yes,10,55989
https://www.facebook.com/159143227613420,9GAG Cute,9GAGCute,2023-07-21,3867606,English,yes,0,0
https://www.facebook.com/303593465328,Dingdong Dantes,dingdongdantesofficial,2023-04-14,3858569,English,yes,1,14420
https://www.facebook.com/302543333557674,Ibrahim Fayek - إبراهيم فايق,ibrahimfayek,2023-03-09,3856537,Arabic,yes,0,0
https://www.facebook.com/653407481776904,ماما سناء,mamasaanaa,2023-03-09,3855496,Arabic,yes,0,0
https://www.facebook.com/893755674007462,Thái Vũ,FAPtv.ThaiVu,2023-03-09,3841335,Vietnamese,yes,7,16969
https://www.facebook.com/343302269380624,Rachna Banerjee,RachnaOfficial,2023-03-09,3835788,English,yes,1,0
https://www.facebook.com/1391970387704490,Selene Luna,selenepauluna,2022-12-06,3832237,Spanish,yes,2,3037
https://www.facebook.com/1721955458055496,A Praça É Nossa,SBTPraca,2023-03-09,3827234,Portuguese,yes,4,64058
https://www.facebook.com/367850800031768,Upsocl Mujer,upsoclmujer,2023-04-03,3826742,Spanish,yes,0,0
https://www.facebook.com/574399755991580,Pulse Ghana,pulseghana,2023-03-09,3824042,English,yes,45,2536
https://www.facebook.com/141071304469,Revista Pais&Filhos,paisefilhos,2023-03-09,3820768,Portuguese,yes,0,3699
https://www.facebook.com/545775132233909,The Late Show with Stephen Colbert,colbertlateshow,2023-03-09,3820563,English,yes,0,0
https://www.facebook.com/477821675690228,Conjunto Primavera,conjuntoprimavera,2023-07-22,3819713,Spanish,yes,1,305281
https://www.facebook.com/135455673266641,Hoa Hậu Hương Giang,huonggiangidol.officialfanpage,2023-06-16,3817864,Vietnamese,yes,1,248780
https://www.facebook.com/241337215983695,Rafiath Rashid Mithila,rafiathrashidmithilaofficial,2023-07-25,3816432,English,yes,0,0
https://www.facebook.com/168073886539225,Windies Cricket,windiescricket,2023-03-12,3809910,English,yes,2,333326
https://www.facebook.com/480575026017566,One PH,OnePHonCignal,2023-03-09,3804077,Tagalog,yes,5,0
https://www.facebook.com/655552791208125,Dangal TV,dangal.tv.channel,2023-07-21,3802931,Hindi,yes,0,62099
https://www.facebook.com/106629856024865,Eslam Gamal,EsslamGamal,2023-04-12,3797070,Arabic,yes,0,11961
https://www.facebook.com/55543311406,Silvia Olmedo,SilviaOlmedoOficial,2023-03-09,3793312,Spanish,yes,20,14547
https://www.facebook.com/816844258371724,Shirin Shila,ShirinShilaBD,2023-07-21,3791282,English,yes,6,44296
https://www.facebook.com/910954779055522,Super100,Super100tv,2023-03-09,3789039,Thai,yes,2,36567
https://www.facebook.com/2094821070841174,Steven Schapiro,therealstevenschapiro,2023-03-09,3786490,English,yes,4,3465
https://www.facebook.com/196291053729398,Dr. Rahat Indori,rahatindoriofficial,2023-06-25,3785542,Hindi,yes,1,25378
https://www.facebook.com/137986449552532,Ana Patricia Gámez,AnaPatriciaTv,2023-03-09,3783099,Spanish,yes,4,33164
https://www.facebook.com/974641459220767,Hannah Stocking,hstocking,2023-03-09,3780451,English,yes,11,55593
https://www.facebook.com/307140686119584,True4U,True4U,2023-07-21,3773308,Thai,yes,40,968
https://www.facebook.com/138248916247203,RTLZWEI,rtlzwei,2023-07-21,3772847,German,yes,9,50453
https://www.facebook.com/299859073443982,Paramount Network Asia,ParamountNetworkAsia,2023-07-21,3769856,English,yes,2,10417
https://www.facebook.com/150053018369001,Toy Cantando,ToyCantando,2023-03-09,3763751,Spanish,yes,3,17404
https://www.facebook.com/106557206088226,Culturizando,culturizando,2023-07-21,3761185,Spanish,yes,12,1403
https://www.facebook.com/121195131261394,New Orleans Saints,neworleanssaints,2023-03-31,3757135,English,yes,4,0
https://www.facebook.com/58200959878,Bellator MMA,BellatorMMA,2023-03-09,3755859,English,yes,5,16599
https://www.facebook.com/47241018273,France Football,Francefootball.fr,2023-07-08,3752637,English,yes,2,14221
https://www.facebook.com/412406322472642,Jugni Dhillon,JugniDhillonOfficial,2022-12-27,3751851,English,yes,1,5210
https://www.facebook.com/71728150722,Inside Edition,Inside.Edition,2023-03-15,3749290,English,yes,2,39262
https://www.facebook.com/262123443855874,MC Rodolfinho,McRodolfinhoOficial,2023-06-26,3745544,Portuguese,yes,0,0
https://www.facebook.com/113347162977,Boris Network,BorisNetwork,2023-05-18,3744496,Spanish,yes,0,0
https://www.facebook.com/186501336405,BattleBots,battlebots,2023-07-20,3743917,English,yes,0,184589
https://www.facebook.com/216196569814,Sanook - สนุกดอทคอม,SanookEveryday,2023-07-21,3741513,Thai,yes,1,3406
https://www.facebook.com/554768627901015,Danna Garcia,Danna.Garcia.Official.Page,2023-07-05,3737247,Spanish,yes,0,30938
https://www.facebook.com/269231009872820,Coco March,CocoMarchNMD,2023-07-21,3732988,Spanish,yes,7,8937
https://www.facebook.com/189960617729403,Vikatan EMagazine,vikatanweb,2023-07-21,3721466,Tamil,yes,100,588
https://www.facebook.com/1456596677726820,Chills,ChillsDylan,2023-07-21,3714203,English,yes,0,0
https://www.facebook.com/251305151547796,台灣達人秀,wwwttshow,2023-07-21,3712660,Chinese,yes,0,1260
https://www.facebook.com/176049592437314,EFM station,efmstation,2023-06-26,3711934,Thai,yes,19,419
https://www.facebook.com/738917279461677,الدكتور رمضان عبد الرازق,drramdanabdelrazik,2023-07-22,3702810,Arabic,yes,5,32000
https://www.facebook.com/791574811239746,Moustafa Khater مصطفى خاطر,Moustfakhater.official,2023-03-23,3702217,Arabic,yes,0,0
https://www.facebook.com/312308448933685,Aries 艾瑞絲,aries8248,2023-07-10,3700448,Chinese,yes,1,4322
